units,date,heartRateData
bpm,2021-12-02 17:24:50 +0000,119
bpm,2021-12-02 17:24:58 +0000,120
bpm,2021-12-02 17:25:02 +0000,118
bpm,2021-12-02 17:25:06 +0000,117
bpm,2021-12-02 17:25:10 +0000,120
bpm,2021-12-02 17:25:16 +0000,118
bpm,2021-12-02 17:25:20 +0000,118
bpm,2021-12-02 17:25:26 +0000,119
bpm,2021-12-02 17:25:29 +0000,121
bpm,2021-12-02 17:25:37 +0000,115
bpm,2021-12-02 17:25:40 +0000,116
bpm,2021-12-02 17:25:48 +0000,124
bpm,2021-12-02 17:25:52 +0000,122
bpm,2021-12-02 17:25:54 +0000,122
bpm,2021-12-02 17:26:00 +0000,117
bpm,2021-12-02 17:26:04 +0000,117
bpm,2021-12-02 17:26:09 +0000,118
bpm,2021-12-02 17:26:14 +0000,118
bpm,2021-12-02 17:26:22 +0000,109
bpm,2021-12-02 17:26:24 +0000,109
bpm,2021-12-02 17:26:32 +0000,120
bpm,2021-12-02 17:26:35 +0000,124
bpm,2021-12-02 17:26:41 +0000,129
bpm,2021-12-02 17:26:44 +0000,130
bpm,2021-12-02 17:26:53 +0000,138
bpm,2021-12-02 17:26:58 +0000,140
bpm,2021-12-02 17:27:00 +0000,140
bpm,2021-12-02 17:27:05 +0000,141
bpm,2021-12-02 17:27:09 +0000,144
bpm,2021-12-02 17:27:17 +0000,141
bpm,2021-12-02 17:27:22 +0000,142
bpm,2021-12-02 17:27:26 +0000,138
bpm,2021-12-02 17:27:30 +0000,139
bpm,2021-12-02 17:27:38 +0000,140
bpm,2021-12-02 17:27:42 +0000,139
bpm,2021-12-02 17:27:47 +0000,139
bpm,2021-12-02 17:27:53 +0000,139
bpm,2021-12-02 17:27:54 +0000,140
bpm,2021-12-02 17:28:03 +0000,139
bpm,2021-12-02 17:28:08 +0000,138
bpm,2021-12-02 17:28:09 +0000,139
bpm,2021-12-02 17:28:16 +0000,144
bpm,2021-12-02 17:28:22 +0000,140
bpm,2021-12-02 17:28:28 +0000,140
bpm,2021-12-02 17:28:33 +0000,137
bpm,2021-12-02 17:28:34 +0000,137
bpm,2021-12-02 17:28:40 +0000,136
bpm,2021-12-02 17:28:44 +0000,138
bpm,2021-12-02 17:28:52 +0000,140
bpm,2021-12-02 17:28:54 +0000,140
bpm,2021-12-02 17:29:03 +0000,138
bpm,2021-12-02 17:29:05 +0000,139
bpm,2021-12-02 17:29:09 +0000,143
bpm,2021-12-02 17:29:18 +0000,142
bpm,2021-12-02 17:29:20 +0000,143
bpm,2021-12-02 17:29:28 +0000,139
bpm,2021-12-02 17:29:32 +0000,138
bpm,2021-12-02 17:29:37 +0000,140
bpm,2021-12-02 17:29:41 +0000,140
bpm,2021-12-02 17:29:45 +0000,141
bpm,2021-12-02 17:29:53 +0000,141
bpm,2021-12-02 17:29:54 +0000,141
bpm,2021-12-02 17:29:59 +0000,140
bpm,2021-12-02 17:30:06 +0000,141
bpm,2021-12-02 17:30:13 +0000,144
bpm,2021-12-02 17:30:15 +0000,144
bpm,2021-12-02 17:30:23 +0000,144
bpm,2021-12-02 17:30:25 +0000,144
bpm,2021-12-02 17:30:32 +0000,142
bpm,2021-12-02 17:30:44 +0000,141
bpm,2021-12-02 17:30:49 +0000,140
bpm,2021-12-02 17:30:58 +0000,141
bpm,2021-12-02 17:31:00 +0000,142
bpm,2021-12-02 17:31:04 +0000,144
bpm,2021-12-02 17:31:10 +0000,146
bpm,2021-12-02 17:31:18 +0000,145
bpm,2021-12-02 17:31:23 +0000,145
bpm,2021-12-02 17:31:25 +0000,144
bpm,2021-12-02 17:31:32 +0000,145
bpm,2021-12-02 17:31:34 +0000,145
bpm,2021-12-02 17:31:39 +0000,147
bpm,2021-12-02 17:31:44 +0000,149
bpm,2021-12-02 17:31:50 +0000,151
bpm,2021-12-02 17:31:58 +0000,152
bpm,2021-12-02 17:31:59 +0000,152
bpm,2021-12-02 17:32:08 +0000,156
bpm,2021-12-02 17:32:39 +0000,146
bpm,2021-12-02 17:32:48 +0000,156
bpm,2021-12-02 17:32:53 +0000,155
bpm,2021-12-02 17:32:54 +0000,155
bpm,2021-12-02 17:33:00 +0000,149
bpm,2021-12-02 17:33:06 +0000,148
bpm,2021-12-02 17:33:13 +0000,150
bpm,2021-12-02 17:33:15 +0000,151
bpm,2021-12-02 17:33:20 +0000,153
bpm,2021-12-02 17:33:28 +0000,154
bpm,2021-12-02 17:33:29 +0000,154
bpm,2021-12-02 17:33:38 +0000,153
bpm,2021-12-02 17:33:42 +0000,154
bpm,2021-12-02 17:33:48 +0000,156
bpm,2021-12-02 17:33:49 +0000,157
bpm,2021-12-02 17:33:57 +0000,156
bpm,2021-12-02 17:34:03 +0000,158
bpm,2021-12-02 17:34:06 +0000,159
bpm,2021-12-02 17:34:13 +0000,163
bpm,2021-12-02 17:34:18 +0000,163
bpm,2021-12-02 17:34:20 +0000,162
bpm,2021-12-02 17:34:24 +0000,161
bpm,2021-12-02 17:34:29 +0000,161
bpm,2021-12-02 17:34:38 +0000,161
bpm,2021-12-02 17:34:42 +0000,162
bpm,2021-12-02 17:34:44 +0000,163
bpm,2021-12-02 17:34:49 +0000,162
bpm,2021-12-02 17:34:57 +0000,162
bpm,2021-12-02 17:35:03 +0000,162
bpm,2021-12-02 17:35:04 +0000,162
bpm,2021-12-02 17:35:10 +0000,163
bpm,2021-12-02 17:35:18 +0000,163
bpm,2021-12-02 17:35:20 +0000,162
bpm,2021-12-02 17:35:24 +0000,163
bpm,2021-12-02 17:35:32 +0000,163
bpm,2021-12-02 17:35:34 +0000,163
bpm,2021-12-02 17:35:40 +0000,164
bpm,2021-12-02 17:35:45 +0000,164
bpm,2021-12-02 17:35:53 +0000,165
bpm,2021-12-02 17:35:55 +0000,165
bpm,2021-12-02 17:35:59 +0000,165
bpm,2021-12-02 17:36:14 +0000,165
bpm,2021-12-02 17:36:22 +0000,164
bpm,2021-12-02 17:36:28 +0000,164
bpm,2021-12-02 17:36:29 +0000,164
bpm,2021-12-02 17:36:34 +0000,164
bpm,2021-12-02 17:36:39 +0000,164
bpm,2021-12-02 17:36:45 +0000,163
bpm,2021-12-02 17:36:50 +0000,164
bpm,2021-12-02 17:36:54 +0000,164
bpm,2021-12-02 17:37:01 +0000,164
bpm,2021-12-02 17:37:07 +0000,164
bpm,2021-12-02 17:37:13 +0000,163
bpm,2021-12-02 17:37:15 +0000,163
bpm,2021-12-02 17:37:23 +0000,160
bpm,2021-12-02 17:37:27 +0000,159
bpm,2021-12-02 17:37:29 +0000,157
bpm,2021-12-02 17:37:34 +0000,154
bpm,2021-12-02 17:37:42 +0000,151
bpm,2021-12-02 17:37:44 +0000,149
bpm,2021-12-02 17:37:53 +0000,141
bpm,2021-12-02 17:37:58 +0000,135
bpm,2021-12-02 17:38:02 +0000,136
bpm,2021-12-02 17:38:08 +0000,130
bpm,2021-12-02 17:38:09 +0000,130
bpm,2021-12-02 17:38:18 +0000,128
bpm,2021-12-02 17:38:23 +0000,128
bpm,2021-12-02 17:38:26 +0000,126
bpm,2021-12-02 17:38:29 +0000,125
bpm,2021-12-02 17:38:34 +0000,125
bpm,2021-12-02 17:38:39 +0000,123
